,released,year,age,sex,employed,citizen,checks
1794,Yes,2000,31,Female,Yes,Yes,0
1795,Yes,1999,22,Male,Yes,Yes,3
1796,Yes,2001,22,Female,Yes,Yes,0
1797,Yes,2000,30,Male,Yes,Yes,3
1798,Yes,2000,19,Male,Yes,Yes,1
1799,No,1999,26,Male,Yes,Yes,4
1800,Yes,2001,26,Male,No,Yes,1
1801,Yes,2000,34,Male,No,Yes,3
1802,Yes,2001,24,Male,No,Yes,2
1803,Yes,1997,20,Male,Yes,Yes,0
1804,Yes,2002,14,Male,Yes,Yes,0
1805,Yes,1998,26,Male,Yes,Yes,3
1806,Yes,1999,16,Female,Yes,Yes,1
1807,Yes,1998,25,Male,Yes,Yes,3
1808,Yes,1999,21,Male,Yes,Yes,1
1809,Yes,2001,19,Male,Yes,Yes,0
1810,No,1998,21,Male,No,Yes,4
1811,Yes,2000,33,Female,Yes,Yes,0
1812,Yes,2001,30,Male,No,Yes,4
1813,Yes,1998,37,Male,Yes,Yes,3
1814,Yes,1998,33,Male,Yes,Yes,3
1815,Yes,1998,34,Male,Yes,Yes,2
1816,No,1999,29,Male,No,Yes,1
1817,Yes,1998,34,Male,Yes,Yes,3
1818,No,2002,20,Male,No,Yes,3
1819,Yes,1997,17,Male,Yes,Yes,5
1820,No,2001,47,Female,No,Yes,3
1821,Yes,1999,15,Female,Yes,Yes,0
1822,No,2001,20,Male,No,Yes,3
1823,Yes,2002,25,Male,Yes,No,0
1824,Yes,1997,18,Male,Yes,Yes,3
1825,Yes,1999,19,Male,Yes,Yes,0
1826,Yes,2001,40,Male,Yes,Yes,2
1827,No,2000,40,Male,Yes,Yes,2
1828,Yes,2000,18,Male,Yes,Yes,0
1829,Yes,2001,33,Male,Yes,No,0
1830,Yes,1999,23,Male,Yes,Yes,0
1831,No,2000,24,Male,Yes,Yes,3
1832,Yes,1998,34,Male,Yes,Yes,0
1833,Yes,2000,20,Male,Yes,No,1
1834,No,1997,22,Male,No,Yes,3
1835,Yes,2000,30,Male,No,No,0
1836,No,1998,18,Male,No,No,4
1837,Yes,2000,24,Male,Yes,Yes,0
1838,Yes,1997,27,Male,No,Yes,5
1839,Yes,1999,47,Male,Yes,Yes,0
1840,Yes,1999,33,Male,Yes,Yes,4
1841,Yes,1998,37,Male,Yes,Yes,2
1842,Yes,2001,33,Male,Yes,No,1
1843,Yes,1998,22,Male,Yes,Yes,4
1844,No,2001,32,Male,Yes,Yes,1
1845,Yes,2001,17,Male,Yes,Yes,2
1846,Yes,2000,20,Male,Yes,Yes,4
1847,Yes,2000,16,Male,Yes,Yes,2
1848,Yes,2000,17,Male,Yes,Yes,0
1849,No,1999,19,Male,Yes,Yes,4
1850,Yes,2000,17,Female,No,Yes,5
1851,Yes,1998,39,Male,Yes,Yes,0
1852,Yes,1999,20,Male,No,Yes,0
1853,Yes,2000,37,Male,Yes,Yes,0
1854,Yes,1999,20,Male,Yes,No,0
1855,Yes,2000,20,Male,No,Yes,0
1856,Yes,2000,21,Male,Yes,Yes,3
1857,Yes,2001,38,Male,No,Yes,3
1858,No,1999,16,Male,Yes,Yes,1
1859,Yes,2000,17,Male,Yes,Yes,5
1860,No,1999,23,Male,Yes,Yes,0
1861,Yes,1999,16,Female,Yes,Yes,1
1862,Yes,2001,17,Male,Yes,Yes,0
1863,Yes,2001,17,Female,Yes,Yes,0
1864,Yes,2001,42,Male,Yes,Yes,0
1865,Yes,2000,40,Male,Yes,No,1
1866,No,1997,16,Male,No,No,4
1867,Yes,2000,18,Male,Yes,Yes,0
1868,Yes,2000,19,Male,Yes,Yes,0
1869,Yes,1999,16,Male,Yes,Yes,3
1870,Yes,2002,32,Male,Yes,Yes,3
1871,Yes,2000,18,Male,Yes,Yes,0
1872,Yes,2000,25,Male,Yes,Yes,4
1873,Yes,1999,29,Female,Yes,Yes,0
1874,Yes,1998,20,Female,Yes,Yes,1
1875,Yes,2001,24,Male,Yes,Yes,2
1876,Yes,2001,19,Male,Yes,Yes,1
1877,Yes,2000,21,Male,No,Yes,4
1878,Yes,1997,21,Male,Yes,No,4
1879,Yes,1999,24,Female,Yes,Yes,0
1880,Yes,1999,27,Male,Yes,No,0
1881,Yes,1999,16,Male,Yes,Yes,0
1882,Yes,2001,15,Male,Yes,Yes,0
1883,Yes,2000,25,Male,No,Yes,2
1884,Yes,2000,49,Male,No,Yes,1
1885,Yes,1999,21,Male,Yes,Yes,2
1886,Yes,1998,34,Male,Yes,Yes,1
1887,Yes,2000,19,Male,Yes,Yes,0
1888,Yes,2000,27,Male,Yes,Yes,2
1889,No,1999,22,Male,No,No,3
1890,No,1998,22,Male,No,Yes,3
1891,Yes,1998,30,Male,Yes,Yes,3
1892,Yes,2001,38,Male,No,Yes,4
1893,Yes,2000,17,Male,Yes,Yes,0
1894,Yes,2001,36,Male,No,Yes,4
1895,Yes,1998,26,Male,Yes,Yes,2
1896,Yes,2000,27,Male,No,Yes,4
1897,Yes,1997,14,Male,Yes,Yes,0
1898,No,1998,24,Male,No,No,3
1899,Yes,1997,21,Male,Yes,No,0
1900,Yes,2001,36,Male,Yes,Yes,3
1901,Yes,1999,20,Male,Yes,No,0
1902,Yes,2001,28,Male,Yes,Yes,0
1903,Yes,2001,23,Male,Yes,Yes,1
1904,Yes,2000,17,Female,Yes,Yes,0
1905,Yes,2000,17,Male,Yes,Yes,1
1906,No,2001,24,Male,Yes,Yes,2
1907,Yes,1999,25,Male,Yes,Yes,0
1908,Yes,2000,34,Male,Yes,Yes,2
1909,Yes,1997,21,Male,Yes,Yes,3
1910,No,1998,24,Male,Yes,No,0
1911,Yes,2000,15,Male,Yes,Yes,1
1912,No,2001,16,Male,No,Yes,3
1913,Yes,1998,34,Male,Yes,Yes,3
1914,Yes,2001,16,Male,Yes,Yes,0
1915,No,1999,21,Male,No,Yes,1
1916,Yes,2001,20,Male,Yes,Yes,3
1917,Yes,2000,38,Male,Yes,Yes,0
1918,Yes,2000,18,Male,Yes,Yes,3
1919,Yes,2000,17,Male,Yes,Yes,0
1920,No,2000,24,Male,No,Yes,2
1921,No,2001,23,Male,Yes,Yes,3
1922,Yes,2000,17,Male,Yes,Yes,2
1923,Yes,1998,16,Male,Yes,Yes,0
1924,Yes,1999,20,Male,Yes,No,0
1925,Yes,2000,17,Male,Yes,Yes,3
1926,Yes,2000,30,Male,Yes,Yes,2
1927,Yes,1998,28,Male,Yes,Yes,3
1928,Yes,2001,17,Male,Yes,Yes,0
1929,Yes,2000,21,Male,Yes,Yes,0
1930,Yes,2001,18,Female,Yes,Yes,1
1931,No,1999,25,Male,No,Yes,4
1932,No,2000,42,Male,No,Yes,3
1933,No,1997,16,Male,Yes,Yes,1
1934,Yes,2002,17,Male,No,Yes,5
1935,Yes,1997,21,Male,Yes,Yes,4
1936,Yes,1998,29,Male,Yes,Yes,0
1937,Yes,1998,22,Male,Yes,Yes,2
1938,Yes,1999,20,Female,Yes,Yes,1
1939,Yes,1999,29,Male,Yes,Yes,2
1940,Yes,1997,20,Male,Yes,No,4
1941,Yes,2001,16,Male,Yes,No,0
1942,Yes,2000,20,Male,No,Yes,4
1943,Yes,1997,45,Male,Yes,Yes,3
1944,Yes,1998,20,Male,Yes,Yes,5
1945,Yes,1997,17,Male,Yes,No,1
1946,No,2002,17,Male,Yes,Yes,3
1947,Yes,2001,23,Male,Yes,Yes,2
1948,Yes,2001,36,Male,Yes,Yes,2
1949,No,2001,15,Male,Yes,Yes,3
1950,Yes,2000,21,Male,Yes,Yes,0
1951,Yes,1997,34,Male,Yes,No,2
1952,Yes,1999,15,Male,Yes,Yes,0
1953,Yes,2002,28,Male,Yes,Yes,2
1954,Yes,1999,18,Male,Yes,Yes,2
1955,Yes,2000,15,Male,Yes,Yes,1
1956,Yes,1998,16,Male,Yes,Yes,1
1957,Yes,2001,21,Male,Yes,Yes,1
1958,Yes,2000,19,Male,Yes,Yes,3
1959,Yes,2001,21,Male,Yes,Yes,0
1960,No,1998,16,Male,Yes,Yes,3
1961,Yes,1997,19,Male,Yes,No,0
1962,Yes,2001,20,Male,Yes,Yes,1
1963,Yes,1997,22,Male,No,No,2
1964,Yes,1998,20,Female,Yes,Yes,0
1965,Yes,2000,30,Male,Yes,Yes,3
1966,Yes,2001,27,Male,Yes,Yes,3
1967,Yes,2000,15,Male,Yes,Yes,0
1968,Yes,1998,17,Male,Yes,Yes,2
1969,Yes,2001,35,Male,No,Yes,5
1970,Yes,2001,43,Male,Yes,No,0
1971,Yes,2001,48,Male,Yes,Yes,0
1972,No,1999,20,Male,No,Yes,1
1973,Yes,2000,17,Male,Yes,Yes,4
1974,Yes,1999,21,Female,No,Yes,4
1975,Yes,1998,33,Male,Yes,Yes,0
1976,Yes,2001,18,Male,Yes,Yes,1
1977,Yes,1999,22,Male,Yes,Yes,0
1978,No,1998,22,Male,Yes,Yes,5
1979,Yes,1998,21,Male,Yes,Yes,0
1980,No,2001,24,Male,Yes,Yes,3
1981,Yes,1999,20,Male,Yes,Yes,0
1982,Yes,1999,18,Male,Yes,Yes,1
1983,Yes,2001,15,Male,Yes,Yes,4
1984,No,2001,33,Male,Yes,Yes,3
1985,Yes,1999,45,Male,No,Yes,1
1986,Yes,2000,25,Male,No,Yes,0
1987,Yes,1998,19,Male,No,Yes,2
1988,Yes,2000,30,Male,Yes,No,0
1989,Yes,1998,30,Male,Yes,Yes,2
1990,Yes,2000,20,Male,Yes,No,0
1991,Yes,2000,20,Male,Yes,Yes,0
1992,Yes,1999,25,Male,Yes,Yes,2
1993,Yes,1998,18,Male,No,No,0
1994,Yes,2001,14,Male,Yes,Yes,0
1995,Yes,1999,21,Male,Yes,Yes,3
1996,No,2001,18,Male,Yes,Yes,3
1997,Yes,2002,23,Male,Yes,Yes,0
1998,Yes,1999,21,Male,No,Yes,3
1999,Yes,1999,29,Male,Yes,Yes,4
2000,Yes,2001,41,Male,Yes,Yes,0
2001,Yes,2000,27,Male,Yes,No,0
2002,Yes,2002,40,Male,Yes,Yes,3
2003,Yes,1999,18,Male,Yes,Yes,1
2004,Yes,2002,15,Male,Yes,Yes,3
2005,No,2001,45,Male,No,Yes,4
2006,Yes,2001,35,Male,No,Yes,2
2007,No,1999,18,Male,No,No,3
2008,Yes,1999,54,Male,No,Yes,0
2009,Yes,1999,39,Male,Yes,Yes,0
2010,Yes,2001,35,Male,Yes,Yes,1
2011,Yes,2000,31,Male,Yes,Yes,5
2012,Yes,1998,20,Male,Yes,Yes,4
2013,Yes,1998,20,Male,Yes,Yes,0
2014,Yes,2001,18,Male,Yes,Yes,2
2015,Yes,2000,19,Male,No,Yes,4
2016,Yes,2000,20,Male,Yes,Yes,1
2017,No,2001,14,Male,No,Yes,4
2018,Yes,2001,23,Male,Yes,Yes,3
2019,Yes,2001,22,Male,Yes,Yes,0
2020,Yes,1998,14,Male,Yes,Yes,0
2021,Yes,1999,17,Male,No,Yes,0
2022,Yes,1999,17,Male,Yes,Yes,0
2023,Yes,1999,16,Female,Yes,No,0
2024,Yes,2000,35,Male,Yes,Yes,1
2025,Yes,1999,32,Male,Yes,Yes,4
2026,Yes,1998,16,Male,Yes,Yes,0
2027,Yes,1999,42,Male,Yes,Yes,4
2028,Yes,1999,23,Male,Yes,Yes,0
2029,Yes,1999,36,Female,Yes,Yes,3
2030,Yes,2001,16,Male,Yes,Yes,4
2031,Yes,1999,17,Male,Yes,Yes,0
2032,Yes,1998,37,Male,Yes,No,2
2033,Yes,1997,20,Male,Yes,No,0
2034,Yes,1999,21,Male,Yes,No,2
2035,Yes,1999,23,Male,Yes,Yes,4
2036,Yes,1999,29,Male,Yes,Yes,0
2037,Yes,2001,22,Male,Yes,No,1
2038,Yes,2000,20,Male,Yes,Yes,1
2039,No,2000,23,Male,No,Yes,1
2040,Yes,1997,48,Male,No,No,2
2041,Yes,2000,18,Male,Yes,Yes,0
2042,Yes,2000,19,Female,Yes,Yes,2
2043,Yes,2001,25,Male,Yes,Yes,0
2044,Yes,1999,17,Male,Yes,Yes,3
2045,Yes,1998,24,Male,Yes,Yes,2
2046,Yes,1999,23,Male,Yes,Yes,0
2047,No,1998,16,Male,Yes,Yes,0
2048,Yes,2000,19,Male,No,Yes,3
2049,Yes,1997,36,Male,Yes,No,4
2050,No,2001,20,Male,Yes,Yes,4
2051,Yes,1998,22,Male,No,Yes,1
2052,Yes,1998,19,Male,Yes,Yes,2
2053,Yes,1998,19,Male,Yes,Yes,0
2054,Yes,1999,17,Male,Yes,Yes,3
2055,Yes,1999,19,Male,Yes,Yes,0
2056,Yes,1997,24,Male,Yes,No,3
2057,No,2000,23,Male,No,Yes,4
2058,No,2000,18,Male,No,Yes,4
2059,Yes,1997,19,Male,No,No,4
2060,Yes,2000,18,Female,No,Yes,0
2061,Yes,2001,25,Male,Yes,Yes,2
2062,Yes,2000,15,Male,Yes,Yes,1
2063,No,2000,19,Male,Yes,No,2
2064,Yes,1998,36,Male,No,Yes,4
2065,Yes,2000,40,Male,Yes,No,2
2066,Yes,1998,17,Male,Yes,Yes,4
2067,Yes,1998,42,Male,No,No,3
2068,Yes,1999,36,Male,Yes,Yes,1
2069,No,2000,23,Male,No,Yes,4
2070,Yes,1998,31,Female,No,Yes,4
2071,Yes,1999,29,Male,No,Yes,1
2072,No,2001,23,Male,Yes,Yes,0
2073,Yes,1998,37,Male,Yes,Yes,3
2074,Yes,2001,24,Male,Yes,Yes,2
2075,Yes,1998,17,Male,No,Yes,4
2076,Yes,1998,22,Male,No,Yes,0
2077,Yes,1999,29,Male,No,Yes,4
2078,Yes,1999,32,Male,Yes,Yes,3
2079,Yes,1999,18,Male,No,Yes,0
2080,Yes,2001,21,Male,Yes,Yes,2
2081,Yes,1997,20,Male,Yes,No,5
2082,No,2000,60,Male,Yes,Yes,0
2083,Yes,2001,21,Male,No,Yes,0
2084,Yes,2000,19,Female,Yes,Yes,0
2085,Yes,2000,35,Male,Yes,Yes,1
2086,Yes,2000,40,Male,Yes,Yes,3
2087,Yes,2000,23,Male,No,No,6
2088,Yes,1999,22,Male,Yes,Yes,1
2089,Yes,2000,23,Male,No,No,3
2090,Yes,1997,27,Male,Yes,No,0
2091,Yes,1998,22,Male,Yes,Yes,1
2092,Yes,2000,31,Male,Yes,No,0
2093,Yes,1998,16,Male,Yes,Yes,3
2094,Yes,2000,15,Male,No,Yes,3
2095,Yes,2000,16,Male,Yes,Yes,1
2096,Yes,1998,18,Male,Yes,Yes,0
2097,Yes,1999,15,Male,Yes,Yes,0
2098,Yes,1999,28,Male,Yes,Yes,0
2099,Yes,1999,20,Male,Yes,Yes,3
2100,No,2001,21,Male,Yes,Yes,3
2101,No,2000,19,Male,No,Yes,4
2102,Yes,2001,21,Male,No,Yes,1
2103,Yes,2001,25,Male,Yes,No,1
2104,Yes,2001,18,Male,No,Yes,1
2105,No,1999,25,Female,No,Yes,1
2106,Yes,2000,16,Male,Yes,Yes,3
2107,Yes,1999,21,Male,No,Yes,5
2108,Yes,2001,19,Male,Yes,Yes,0
2109,Yes,2001,20,Male,No,Yes,5
2110,Yes,2001,20,Male,Yes,Yes,0
2111,Yes,2000,17,Male,Yes,Yes,1
2112,Yes,1999,20,Male,Yes,Yes,0
2113,Yes,1999,20,Female,No,Yes,0
2114,Yes,1997,23,Male,No,Yes,1
2115,Yes,1998,18,Male,Yes,Yes,0
2116,Yes,2000,16,Male,Yes,Yes,0
2117,Yes,1999,14,Male,Yes,Yes,0
2118,Yes,1998,30,Male,Yes,Yes,1
2119,Yes,2000,23,Male,Yes,Yes,0
2120,Yes,2000,19,Male,Yes,Yes,0
2121,Yes,1998,30,Male,Yes,Yes,1
2122,Yes,1998,30,Male,Yes,Yes,1
2123,No,1998,22,Male,Yes,No,4
2124,Yes,1999,24,Male,Yes,Yes,0
2125,Yes,2000,21,Male,Yes,Yes,1
2126,Yes,2001,15,Male,Yes,Yes,5
2127,Yes,2002,21,Male,Yes,Yes,2
2128,No,1999,19,Female,No,Yes,2
2129,Yes,2002,17,Male,No,Yes,0
2130,Yes,2001,42,Male,Yes,Yes,3
2131,Yes,1999,24,Male,Yes,Yes,0
2132,Yes,1998,21,Male,Yes,Yes,0
2133,Yes,1998,30,Female,No,Yes,0
2134,Yes,2001,14,Male,Yes,Yes,0
2135,Yes,1999,21,Male,Yes,Yes,0
2136,Yes,2001,18,Male,No,Yes,0
2137,Yes,1999,42,Male,No,Yes,1
2138,No,2001,19,Male,Yes,Yes,4
2139,No,2001,20,Male,Yes,Yes,4
2140,Yes,2001,19,Male,Yes,Yes,4
2141,Yes,2000,20,Female,Yes,Yes,2
2142,Yes,2000,17,Male,Yes,Yes,1
2143,Yes,2001,17,Male,Yes,Yes,0
2144,Yes,2001,40,Male,Yes,Yes,0
2145,Yes,1998,21,Male,Yes,Yes,1
2146,No,2000,40,Male,No,Yes,4
2147,Yes,2000,18,Male,No,Yes,0
2148,Yes,2000,32,Male,Yes,Yes,0
2149,No,1998,18,Male,No,Yes,3
2150,Yes,1997,18,Male,Yes,Yes,2
2151,Yes,1999,14,Male,Yes,Yes,2
2152,No,2002,30,Male,No,Yes,2
2153,Yes,2001,22,Male,Yes,Yes,0
2154,Yes,1999,35,Male,Yes,Yes,2
2155,Yes,1999,22,Male,Yes,Yes,1
2156,Yes,1998,20,Male,Yes,Yes,3
2157,Yes,2000,16,Male,No,Yes,1
2158,No,1998,21,Male,No,Yes,5
2159,Yes,2001,30,Male,Yes,No,0
2160,Yes,1998,18,Male,Yes,Yes,0
2161,Yes,2000,24,Male,No,Yes,3
2162,Yes,2000,27,Male,Yes,No,1
2163,No,2001,16,Male,Yes,Yes,3
2164,No,1998,46,Male,Yes,Yes,3
2165,Yes,1999,31,Male,No,Yes,3
2166,Yes,2001,22,Male,Yes,Yes,3
2167,No,1999,28,Male,Yes,Yes,4
2168,Yes,2000,48,Male,Yes,Yes,3
2169,Yes,1999,17,Male,Yes,Yes,1
2170,Yes,2000,14,Male,Yes,Yes,0
2171,Yes,1999,30,Male,Yes,Yes,0
2172,Yes,2000,31,Male,Yes,Yes,0
2173,Yes,2001,27,Male,No,Yes,1
2174,Yes,2002,16,Male,Yes,Yes,0
2175,No,1999,15,Male,Yes,Yes,1
2176,No,2002,15,Male,Yes,Yes,0
2177,Yes,1997,42,Male,Yes,No,0
2178,Yes,2001,28,Male,Yes,Yes,3
2179,Yes,1999,19,Male,Yes,No,4
2180,Yes,2001,17,Male,Yes,Yes,1
2181,Yes,1997,22,Male,Yes,No,2
2182,Yes,1999,21,Male,Yes,Yes,3
2183,Yes,2001,25,Male,Yes,Yes,0
2184,Yes,2000,32,Male,Yes,Yes,3
2185,Yes,2002,21,Male,No,Yes,3
2186,Yes,2000,16,Female,Yes,Yes,0
2187,Yes,1999,39,Male,Yes,Yes,3
2188,Yes,2001,19,Male,Yes,Yes,0
2189,Yes,2000,17,Male,Yes,Yes,0
2190,Yes,2000,16,Male,Yes,Yes,2
2191,Yes,1999,19,Male,Yes,Yes,0
2192,No,1997,17,Male,Yes,Yes,5
2193,Yes,1998,23,Male,Yes,Yes,3
2194,Yes,2001,24,Male,No,Yes,2
2195,Yes,1998,17,Male,Yes,Yes,0
2196,Yes,2001,19,Female,Yes,Yes,1
2197,Yes,1999,42,Male,Yes,Yes,1
2198,Yes,1998,22,Male,Yes,Yes,3
2199,Yes,2000,16,Male,Yes,Yes,3
2200,Yes,1998,18,Female,Yes,Yes,1
2201,Yes,2002,29,Male,Yes,Yes,1
2202,Yes,2001,37,Male,Yes,Yes,0
2203,Yes,2001,31,Male,No,Yes,0
2204,Yes,1998,33,Female,Yes,Yes,3
2205,Yes,1999,19,Male,Yes,Yes,0
2206,No,1997,20,Male,No,No,1
2207,Yes,2000,17,Male,No,Yes,1
2208,Yes,2000,25,Male,Yes,Yes,1
2209,No,1997,20,Male,Yes,Yes,1
2210,Yes,1999,20,Male,Yes,Yes,0
2211,Yes,1999,18,Male,Yes,Yes,2
2212,Yes,2001,20,Male,Yes,Yes,2
2213,Yes,2001,30,Male,Yes,Yes,0
2214,Yes,1999,16,Male,Yes,Yes,1
2215,Yes,1998,21,Male,Yes,Yes,0
2216,Yes,1999,28,Female,No,Yes,4
2217,Yes,2002,16,Female,Yes,Yes,0
2218,No,1999,32,Male,No,Yes,0
2219,Yes,2001,23,Male,Yes,Yes,0
2220,No,1997,41,Male,No,No,4
2221,Yes,2001,45,Male,Yes,Yes,3
2222,Yes,1999,26,Male,No,Yes,3
2223,Yes,2000,30,Male,Yes,Yes,1
2224,Yes,2000,31,Male,Yes,Yes,2
2225,Yes,1999,23,Male,Yes,Yes,0
2226,Yes,2000,21,Female,Yes,Yes,0
2227,No,2001,42,Male,Yes,Yes,4
2228,Yes,2001,23,Male,Yes,Yes,1
2229,Yes,2000,32,Male,Yes,Yes,0
2230,Yes,1998,20,Male,Yes,Yes,0
2231,Yes,2000,21,Male,No,Yes,4
2232,Yes,2001,24,Male,No,Yes,1
2233,Yes,1998,14,Male,Yes,Yes,1
2234,No,1998,23,Male,No,Yes,0
2235,Yes,2000,18,Male,Yes,Yes,0
2236,Yes,2002,20,Male,Yes,Yes,2
2237,Yes,2001,21,Male,Yes,Yes,3
2238,No,1998,21,Male,Yes,Yes,3
2239,Yes,2001,30,Male,Yes,No,3
2240,Yes,1998,34,Male,Yes,Yes,0
2241,No,2001,17,Female,No,Yes,0
2242,No,1998,20,Male,Yes,Yes,4
2243,Yes,1997,19,Male,No,Yes,5
2244,Yes,1997,18,Male,Yes,Yes,1
2245,Yes,1999,20,Female,Yes,Yes,0
2246,Yes,2000,20,Male,Yes,Yes,4
2247,Yes,1998,23,Male,Yes,Yes,3
2248,Yes,1999,17,Male,No,Yes,0
2249,Yes,1999,17,Male,Yes,Yes,0
2250,Yes,2001,18,Male,Yes,Yes,0
2251,Yes,1998,23,Male,Yes,Yes,3
2252,Yes,1998,20,Male,Yes,Yes,0
2253,Yes,2001,18,Male,Yes,Yes,1
2254,Yes,2000,21,Male,Yes,Yes,3
2255,No,2001,19,Male,No,Yes,3
2256,Yes,1999,46,Male,Yes,Yes,1
2257,No,2001,19,Male,No,Yes,2
2258,Yes,1998,24,Female,Yes,Yes,0
2259,No,2002,24,Female,Yes,Yes,0
2260,Yes,2002,25,Male,Yes,Yes,0
2261,Yes,2000,19,Male,Yes,Yes,0
2262,Yes,2000,21,Male,Yes,Yes,1
2263,Yes,1999,39,Male,Yes,Yes,3
2264,Yes,1999,36,Male,No,No,4
2265,No,1998,23,Male,No,No,1
2266,No,1998,40,Male,Yes,Yes,3
2267,Yes,2000,16,Male,Yes,Yes,0
2268,Yes,2000,21,Male,No,Yes,0
2269,Yes,1999,16,Female,Yes,Yes,0
2270,Yes,1997,17,Male,Yes,No,2
2271,No,1997,18,Male,Yes,Yes,5
2272,Yes,1999,37,Male,Yes,Yes,3
2273,Yes,2000,24,Male,Yes,Yes,0
2274,Yes,1997,37,Female,Yes,No,0
2275,Yes,2000,34,Male,No,No,0
2276,Yes,2000,18,Female,Yes,Yes,0
2277,Yes,1998,14,Male,Yes,Yes,0
2278,Yes,2001,16,Male,Yes,Yes,0
2279,Yes,1999,43,Male,Yes,Yes,4
2280,Yes,2001,14,Male,Yes,Yes,0
2281,Yes,2001,19,Male,No,Yes,1
2282,Yes,1999,25,Male,No,Yes,2
2283,Yes,2001,27,Male,No,Yes,1
2284,No,1998,24,Male,No,Yes,0
2285,No,1998,29,Male,No,Yes,4
2286,Yes,2000,15,Male,Yes,Yes,3
2287,Yes,1997,21,Male,Yes,No,0
2288,Yes,2000,16,Male,Yes,Yes,4
2289,Yes,2000,24,Male,No,Yes,3
2290,No,1997,21,Male,No,No,4
2291,Yes,1998,18,Male,Yes,Yes,1
2292,No,2002,19,Male,No,Yes,3
2293,No,2000,23,Male,No,Yes,4
2294,Yes,2001,36,Male,Yes,Yes,1
2295,Yes,2001,22,Male,Yes,No,2
2296,Yes,2001,27,Male,Yes,Yes,2
2297,No,1997,24,Male,Yes,Yes,1
2298,Yes,1997,29,Male,No,Yes,1
2299,Yes,2001,41,Male,Yes,Yes,3
2300,Yes,1997,22,Male,Yes,No,4
2301,Yes,2000,21,Male,Yes,Yes,4
2302,Yes,2000,21,Male,Yes,No,5
2303,Yes,2000,24,Male,Yes,Yes,3
2304,Yes,1999,27,Male,Yes,Yes,4
2305,Yes,1999,21,Male,Yes,Yes,3
2306,No,2000,42,Male,No,Yes,4
2307,Yes,1997,24,Male,Yes,No,2
2308,Yes,1999,22,Male,Yes,Yes,1
2309,Yes,2001,21,Male,Yes,Yes,1
2310,Yes,1999,18,Female,Yes,Yes,2
2311,Yes,2000,34,Male,Yes,Yes,3
2312,No,2000,32,Male,No,Yes,4
2313,Yes,1999,39,Male,No,Yes,0
2314,Yes,2000,24,Male,Yes,Yes,2
2315,Yes,1999,27,Male,Yes,Yes,0
2316,Yes,2000,17,Male,Yes,Yes,1
2317,Yes,1998,21,Male,Yes,Yes,2
2318,Yes,2000,24,Male,Yes,Yes,0
2319,No,1998,22,Male,Yes,Yes,2
2320,Yes,2001,29,Male,Yes,Yes,2
2321,Yes,1999,20,Male,Yes,Yes,1
2322,Yes,2000,24,Male,Yes,Yes,0
2323,Yes,2000,26,Male,No,Yes,4
2324,Yes,2000,18,Female,Yes,Yes,0
2325,Yes,1998,19,Male,Yes,Yes,0
2326,Yes,2000,19,Male,Yes,Yes,0
2327,Yes,2000,36,Male,Yes,Yes,2
2328,Yes,1999,19,Male,Yes,Yes,1
2329,Yes,2001,22,Male,Yes,No,0
2330,Yes,1997,16,Male,Yes,No,0
2331,Yes,2000,30,Male,No,Yes,4
2332,Yes,1999,23,Male,No,Yes,3
2333,Yes,1997,31,Male,No,Yes,1
2334,Yes,1998,30,Male,Yes,Yes,0
2335,Yes,1998,14,Male,Yes,Yes,0
2336,Yes,1999,25,Male,Yes,Yes,4
2337,Yes,1997,19,Male,Yes,No,0
2338,Yes,2000,18,Male,Yes,Yes,1
2339,Yes,2000,28,Male,Yes,Yes,0
2340,No,1997,17,Male,Yes,Yes,4
2341,Yes,1998,20,Male,No,Yes,0
2342,No,1998,22,Male,No,Yes,3
2343,Yes,2002,45,Male,Yes,Yes,1
2344,Yes,1998,18,Male,Yes,Yes,1
2345,No,1998,18,Male,No,Yes,2
2346,Yes,1997,26,Female,Yes,No,0
2347,Yes,1997,15,Male,Yes,No,1
2348,Yes,2000,28,Male,No,Yes,3
2349,Yes,1999,21,Male,Yes,Yes,3
2350,No,1998,18,Male,Yes,Yes,1
2351,Yes,2000,25,Male,Yes,Yes,2
2352,Yes,1999,44,Male,Yes,No,2
2353,Yes,2000,37,Male,Yes,Yes,3
2354,No,1999,18,Male,Yes,Yes,2
2355,No,1997,34,Male,Yes,No,4
2356,Yes,1999,19,Male,Yes,Yes,0
2357,Yes,2001,22,Male,Yes,Yes,4
2358,No,2001,33,Male,No,No,4
2359,Yes,2000,16,Male,Yes,Yes,2
2360,Yes,1999,34,Male,Yes,Yes,1
2361,Yes,2001,17,Male,Yes,Yes,0
2362,No,2001,33,Female,No,Yes,3
2363,Yes,2001,36,Male,Yes,Yes,0
2364,Yes,1999,19,Male,No,Yes,0
2365,Yes,2002,21,Male,Yes,Yes,2
2366,Yes,1997,20,Male,Yes,No,0
2367,Yes,1999,23,Male,Yes,Yes,0
2368,Yes,2001,19,Male,Yes,Yes,0
2369,Yes,1997,22,Male,Yes,No,1
2370,Yes,2000,16,Female,No,Yes,2
2371,Yes,2000,26,Male,Yes,Yes,0
2372,Yes,2000,17,Male,Yes,Yes,0
2373,Yes,1999,20,Male,Yes,Yes,2
2374,Yes,1997,15,Male,Yes,Yes,0
2375,Yes,2001,21,Male,Yes,Yes,2
2376,No,1997,41,Male,No,No,2
2377,Yes,2000,34,Male,No,No,3
